TripID,PickupZoneID,DropoffZoneID,PickupDateTime,DistanceKm,FareAmount
1001327,ZONE083,ZONE048,2025-12-23 06:01,19.3,174.2
1001328,ZONE093,ZONE044,2025-12-25 16:18,8.4,76.3
1001329,ZONE054,ZONE070,2025-12-20 11:59,0.7,11.47
1001330,ZONE074,ZONE084,2025-12-22 04:20,31.8,330.78
1001331,ZONE093,ZONE049,2025-12-25 15:40,27.1,304.28
1001332,ZONE030,ZONE053,2025-12-22 04:40,31.5,288.02
1001333,ZONE084,ZONE091,2025-12-24 09:37,26.3,238.47
1001334,ZONE070,ZONE004,2025-12-21 05:58,36.1,425.96
1001335,ZONE083,ZONE050,2025-12-24 16:19,38.3,361.92
1001336,ZONE066,ZONE087,2025-12-24 09:08,20.6,233.36
1001337,ZONE030,ZONE059,2025-12-22 06:27,18.6,213.95
1001338,ZONE044,ZONE072,2025-12-22 22:03,19.8,182.87
1001339,ZONE016,ZONE016,2025-12-22 06:55,21.1,201.04
1001340,ZONE020,ZONE059,2025-12-24 12:45,6.9,77.24
1001341,ZONE058,ZONE030,2025-12-25 00:39,12.3,134.14
1001342,ZONE068,ZONE063,2025-12-22 22:24,36.0,408.96
1001343,ZONE011,ZONE027,2025-12-21 01:25,16.3,188.48
1001344,ZONE077,ZONE002,2025-12-21 05:58,44.2,378.75
1001345,ZONE081,ZONE027,2025-12-18 20:32,33.1,307.26
1001346,ZONE071,ZONE069,2025-12-25 01:46,39.9,344.75
1001347,ZONE094,ZONE080,2025-12-19 08:02,1.1,15.58
1001348,ZONE071,ZONE045,2025-12-25 05:20,40.1,391.92
1001349,ZONE053,ZONE096,2025-12-25 09:55,36.4,351.54
1001350,ZONE054,ZONE028,2025-12-25 13:46,38.5,384.25
1001351,ZONE067,ZONE021,2025-12-22 20:32,40.4,400.54
1001352,ZONE069,ZONE086,2025-12-24 13:08,29.3,245.88
1001353,ZONE068,ZONE027,2025-12-19 04:14,22.2,242.04
1001354,ZONE072,ZONE028,2025-12-24 18:23,24.2,252.51
1001355,ZONE081,ZONE085,2025-12-20 10:36,23.1,258.97
1001356,ZONE071,ZONE061,2025-12-23 10:30,16.1,141.65
1001357,ZONE086,ZONE025,2025-12-24 02:35,17.1,203.2
1001358,ZONE023,ZONE024,2025-12-21 03:50,41.3,412.57
1001359,ZONE063,ZONE023,2025-12-20 13:22,39.7,440.52
1001360,ZONE088,ZONE027,2025-12-23 06:27,22.1,234.23
1001361,ZONE039,ZONE036,2025-12-19 00:08,28.5,293.9
1001362,ZONE030,ZONE098,2025-12-22 21:53,14.3,136.06
1001363,ZONE098,ZONE035,2025-12-21 12:23,20.4,185.94
1001364,ZONE095,ZONE070,2025-12-23 01:33,47.3,551.65
1001365,ZONE065,ZONE003,2025-12-21 21:21,38.9,407.41
1001366,ZONE034,ZONE046,2025-12-21 13:22,3.3,34.11
1001367,ZONE072,ZONE005,2025-12-18 21:19,46.0,383.5
1001368,ZONE098,ZONE086,2025-12-21 07:52,11.3,124.81
1001369,ZONE092,ZONE007,2025-12-18 16:47,12.8,146.41
1001370,ZONE089,ZONE094,2025-12-20 19:46,12.2,144.03
1001371,ZONE075,ZONE056,2025-12-23 19:40,13.8,143.04
1001372,ZONE097,ZONE042,2025-12-22 17:49,24.3,266.88
1001373,ZONE067,ZONE074,2025-12-24 02:35,29.7,255.15
1001374,ZONE065,ZONE041,2025-12-20 14:41,37.0,444.38
1001375,ZONE006,ZONE019,2025-12-18 22:50,10.7,120.84
1001376,ZONE024,ZONE022,2025-12-20 01:37,2.2,27.25
1001377,ZONE057,ZONE056,2025-12-18 22:16,19.4,181.99
1001378,ZONE074,ZONE006,2025-12-18 21:07,31.6,341.79
1001379,ZONE087,ZONE003,2025-12-20 04:11,21.2,204.88
1001380,ZONE087,ZONE047,2025-12-24 01:52,3.2,41.79
1001381,ZONE072,ZONE091,2025-12-19 06:25,39.8,362.06
1001382,ZONE054,ZONE072,2025-12-25 09:08,47.4,397.53
1001383,ZONE051,ZONE080,2025-12-19 13:45,46.8,408.37
1001384,ZONE091,ZONE068,2025-12-21 20:25,40.2,476.17
1001385,ZONE014,ZONE073,2025-12-20 15:40,45.8,548.6
1001386,ZONE029,ZONE087,2025-12-23 23:22,12.2,133.56
1001387,ZONE099,ZONE028,2025-12-19 23:37,35.9,326.72
1001388,ZONE042,ZONE009,2025-12-23 08:15,8.5,73.76
1001389,ZONE038,ZONE075,2025-12-24 09:57,10.7,95.42
1001390,ZONE059,ZONE068,2025-12-20 03:43,37.9,339.27
1001391,ZONE041,ZONE012,2025-12-22 23:45,17.8,166.29
1001392,ZONE077,ZONE076,2025-12-23 04:30,48.5,499.79
1001393,ZONE096,ZONE061,2025-12-20 09:14,16.1,195.95
1001394,ZONE092,ZONE001,2025-12-23 11:36,20.0,228.05
1001395,ZONE009,ZONE053,2025-12-19 12:15,32.9,320.51
1001396,ZONE033,ZONE048,2025-12-25 00:50,4.1,49.58
1001397,ZONE045,ZONE039,2025-12-22 05:01,12.0,102.55
1001398,ZONE073,ZONE024,2025-12-22 12:15,18.6,174.98
1001399,ZONE037,ZONE039,2025-12-25 02:45,7.3,71.18
1001400,ZONE053,ZONE037,2025-12-21 14:57,45.1,479.64
1001401,ZONE056,ZONE053,2025-12-19 19:17,24.1,233.31
1001402,ZONE084,ZONE044,2025-12-20 14:13,9.7,93.81
1001403,ZONE067,ZONE071,2025-12-21 08:32,47.4,483.33
1001404,ZONE017,ZONE068,2025-12-22 11:22,20.1,169.57
1001405,ZONE012,ZONE070,2025-12-22 16:49,6.5,62.6
1001406,ZONE018,ZONE090,2025-12-23 13:40,12.7,147.52
1001407,ZONE055,ZONE002,2025-12-23 23:37,39.3,362.95
1001408,ZONE091,ZONE071,2025-12-23 11:04,43.3,436.65
1001409,ZONE070,ZONE065,2025-12-24 20:46,31.6,258.25
1001410,ZONE020,ZONE066,2025-12-20 19:42,18.4,207.75
1001411,ZONE045,ZONE041,2025-12-19 22:32,4.9,45.28
1001412,ZONE044,ZONE092,2025-12-25 15:55,25.1,264.47
1001413,ZONE066,ZONE100,2025-12-24 17:34,5.2,52.59
1001414,ZONE095,ZONE049,2025-12-23 23:44,10.7,104.17
1001415,ZONE016,ZONE088,2025-12-23 13:48,48.7,397.25
1001416,ZONE074,ZONE081,2025-12-23 22:34,28.8,236.28
1001417,ZONE070,ZONE026,2025-12-23 19:58,20.8,196.55
1001418,ZONE081,ZONE013,2025-12-21 10:16,17.8,153.08
1001419,ZONE096,ZONE022,2025-12-25 09:21,16.7,157.89
1001420,ZONE054,ZONE048,2025-12-21 16:59,44.8,501.44
1001421,ZONE096,ZONE080,2025-12-25 06:54,22.0,227.41
1001422,ZONE017,ZONE073,2025-12-22 01:47,13.6,162.39
1001423,ZONE094,ZONE087,2025-12-20 22:22,16.5,145.28
1001424,ZONE039,ZONE091,2025-12-22 04:48,9.6,118.94
1001425,ZONE044,ZONE085,2025-12-18 19:42,22.4,237.34
1001426,ZONE052,ZONE017,2025-12-18 19:24,44.0,479.64
1001427,ZONE085,ZONE083,2025-12-21 22:15,8.2,95.89
1001428,ZONE099,ZONE098,2025-12-19 11:39,38.5,403.49
1001429,ZONE017,ZONE023,2025-12-21 06:33,38.3,393.36
1001430,ZONE045,ZONE075,2025-12-19 04:49,30.3,296.71
1001431,ZONE036,ZONE038,2025-12-19 17:05,42.3,380.37
1001432,ZONE098,ZONE072,2025-12-19 12:05,13.4,118.11
1001433,ZONE056,ZONE093,2025-12-25 00:55,22.4,190.54
1001434,ZONE048,ZONE058,2025-12-19 08:26,22.9,256.5
1001435,ZONE054,ZONE097,2025-12-20 06:26,42.2,490.11
1001436,ZONE072,ZONE070,2025-12-22 05:49,29.8,313.41
1001437,ZONE009,ZONE022,2025-12-24 16:27,46.1,437.5
1001438,ZONE067,ZONE024,2025-12-21 11:11,19.2,170.81
1001439,ZONE027,ZONE063,2025-12-25 12:56,12.3,149.19
1001440,ZONE080,ZONE095,2025-12-20 03:32,41.4,464.58
1001441,ZONE066,ZONE046,2025-12-22 03:30,34.1,379.68
1001442,ZONE100,ZONE090,2025-12-23 19:05,16.4,169.3
1001443,ZONE011,ZONE088,2025-12-20 07:17,20.0,195.21
1001444,ZONE078,ZONE033,2025-12-21 07:39,11.8,130.21
1001445,ZONE058,ZONE004,2025-12-23 06:53,46.7,392.77
1001446,ZONE060,ZONE050,2025-12-21 11:06,43.5,524.46
1001447,ZONE091,ZONE037,2025-12-21 08:27,31.5,356.59
1001448,ZONE006,ZONE089,2025-12-21 12:58,43.7,508.76
1001449,ZONE006,ZONE072,2025-12-19 13:26,40.1,435.01
1001450,ZONE004,ZONE093,2025-12-25 15:42,18.1,205.6
1001451,ZONE006,ZONE062,2025-12-24 11:28,8.1,80.76
1001452,ZONE044,ZONE015,2025-12-22 22:36,6.6,62.26
1001453,ZONE074,ZONE002,2025-12-20 19:44,46.9,533.7
1001454,ZONE045,ZONE072,2025-12-20 16:29,16.5,160.52
1001455,ZONE043,ZONE043,2025-12-20 01:43,5.7,51.38
1001456,ZONE041,ZONE061,2025-12-19 21:18,18.3,212.42
1001457,ZONE054,ZONE029,2025-12-25 05:56,2.5,25.82
1001458,ZONE025,ZONE060,2025-12-21 21:56,30.9,280.28
1001459,ZONE024,ZONE077,2025-12-22 03:11,3.3,38.88
1001460,ZONE025,ZONE084,2025-12-20 19:57,48.5,398.35
1001461,ZONE004,ZONE097,2025-12-20 15:09,34.3,343.18
1001462,ZONE058,ZONE018,2025-12-21 02:51,33.4,358.67
1001463,ZONE039,ZONE062,2025-12-19 00:44,30.9,359.03
1001464,ZONE076,ZONE054,2025-12-24 20:50,1.5,22.8
1001465,ZONE055,ZONE031,2025-12-19 23:35,41.6,492.07
1001466,ZONE019,ZONE013,2025-12-24 07:37,10.0,103.88
1001467,ZONE029,ZONE020,2025-12-19 06:31,18.7,184.89
1001468,ZONE092,ZONE044,2025-12-22 15:50,25.7,228.02
1001469,ZONE093,ZONE024,2025-12-23 00:18,8.0,98.18
1001470,ZONE052,ZONE022,2025-12-25 14:31,25.1,261.94
1001471,ZONE078,ZONE046,2025-12-24 04:25,37.5,343.88
1001472,ZONE091,ZONE008,2025-12-24 21:44,23.5,210.15
1001473,ZONE028,ZONE041,2025-12-25 08:11,21.3,222.12
1001474,ZONE052,ZONE046,2025-12-20 03:09,9.0,77.1
1001475,ZONE014,ZONE090,2025-12-21 23:05,4.7,51.47
1001476,ZONE043,ZONE051,2025-12-22 05:16,44.3,402.35
1001477,ZONE033,ZONE098,2025-12-23 03:06,14.7,145.72
1001478,ZONE029,ZONE084,2025-12-24 14:43,44.0,437.59
1001479,ZONE096,ZONE058,2025-12-21 21:13,34.5,389.67
1001480,ZONE018,ZONE030,2025-12-19 23:45,24.6,270.8
1001481,ZONE043,ZONE095,2025-12-20 19:44,18.9,166.75
1001482,ZONE100,ZONE100,2025-12-23 13:39,49.0,496.3
1001483,ZONE085,ZONE055,2025-12-24 10:52,25.0,253.41
1001484,ZONE050,ZONE036,2025-12-23 16:37,14.8,131.28
1001485,ZONE034,ZONE031,2025-12-23 12:39,25.7,264.95
1001486,ZONE048,ZONE046,2025-12-23 01:17,29.8,346.49
1001487,ZONE035,ZONE077,2025-12-19 20:59,30.6,347.62
1001488,ZONE003,ZONE004,2025-12-19 16:42,18.4,176.28
1001489,ZONE014,ZONE099,2025-12-20 12:53,12.6,119.53
1001490,ZONE030,ZONE088,2025-12-24 23:15,39.8,379.71
1001491,ZONE004,ZONE095,2025-12-24 09:30,4.4,51.16
1001492,ZONE057,ZONE083,2025-12-21 08:44,21.9,267.23
1001493,ZONE052,ZONE040,2025-12-20 14:42,24.6,298.81
1001494,ZONE034,ZONE086,2025-12-20 12:22,28.3,343.02
1001495,ZONE033,ZONE088,2025-12-19 11:30,35.5,427.5
1001496,ZONE060,ZONE082,2025-12-20 15:57,48.3,479.16
1001497,ZONE076,ZONE091,2025-12-19 16:34,20.6,230.71
1001498,ZONE020,ZONE096,2025-12-22 04:55,40.6,488.41
1001499,ZONE073,ZONE085,2025-12-19 00:26,30.1,263.08
1001500,ZONE059,ZONE067,2025-12-23 17:32,8.5,105.39
1001501,ZONE077,ZONE012,2025-12-23 04:15,24.3,292.63
1001502,ZONE089,ZONE059,2025-12-19 20:52,22.5,199.88
1001503,ZONE093,ZONE074,2025-12-21 22:47,3.6,34.68
1001504,ZONE033,ZONE006,2025-12-22 00:41,17.9,196.92
1001505,ZONE074,ZONE093,2025-12-21 14:03,29.5,332.51
1001506,ZONE038,ZONE095,2025-12-24 22:48,3.3,36.77
1001507,ZONE014,ZONE092,2025-12-23 05:51,48.5,473.57
1001508,ZONE070,ZONE051,2025-12-24 19:02,46.1,546.97
1001509,ZONE027,ZONE065,2025-12-25 00:10,9.1,112.34
1001510,ZONE007,ZONE046,2025-12-22 16:54,29.5,308.19
1001511,ZONE038,ZONE095,2025-12-22 16:50,0.8,12.87
1001512,ZONE073,ZONE033,2025-12-20 11:54,40.6,352.83
1001513,ZONE077,ZONE053,2025-12-20 07:17,28.2,296.68
1001514,ZONE094,ZONE038,2025-12-22 02:55,35.7,408.54
1001515,ZONE081,ZONE081,2025-12-21 07:45,6.9,65.42
1001516,ZONE031,ZONE034,2025-12-24 09:36,22.0,228.58
1001517,ZONE087,ZONE030,2025-12-21 03:54,31.4,334.49
1001518,ZONE090,ZONE004,2025-12-19 02:28,34.8,376.35
1001519,ZONE079,ZONE023,2025-12-23 19:20,11.8,103.2
1001520,ZONE034,ZONE064,2025-12-24 16:25,14.1,119.8
1001521,ZONE079,ZONE054,2025-12-22 06:37,39.4,425.22
1001522,ZONE006,ZONE097,2025-12-20 17:33,3.8,48.99
1001523,ZONE024,ZONE077,2025-12-24 01:57,23.8,256.98
1001524,ZONE060,ZONE069,2025-12-23 02:12,46.1,464.52
1001525,ZONE045,ZONE058,2025-12-25 15:40,47.4,495.24
1001526,ZONE050,ZONE060,2025-12-25 11:32,4.8,56.73
1001527,ZONE075,ZONE048,2025-12-19 16:01,43.4,405.95
1001528,ZONE038,ZONE007,2025-12-20 06:26,36.2,363.5
1001529,ZONE043,ZONE012,2025-12-25 14:09,9.5,101.45
1001530,ZONE095,ZONE058,2025-12-21 17:43,21.5,246.77
1001531,ZONE068,ZONE069,2025-12-21 09:54,1.4,17.84
1001532,ZONE002,ZONE071,2025-12-20 17:46,1.3,15.53
1001533,ZONE071,ZONE041,2025-12-24 08:09,45.9,496.68
1001534,ZONE032,ZONE005,2025-12-20 09:16,39.9,441.69
1001535,ZONE052,ZONE043,2025-12-22 14:38,46.2,391.87
1001536,ZONE089,ZONE072,2025-12-18 22:29,7.1,77.23
1001537,ZONE009,ZONE077,2025-12-23 04:51,5.3,64.21
1001538,ZONE092,ZONE027,2025-12-22 22:45,21.4,212.93
1001539,ZONE074,ZONE011,2025-12-22 09:08,19.1,197.21
1001540,ZONE060,ZONE013,2025-12-21 15:07,4.2,53.07
1001541,ZONE005,ZONE084,2025-12-19 20:55,27.3,326.91
1001542,ZONE052,ZONE034,2025-12-22 01:56,42.5,346.63
1001543,ZONE028,ZONE073,2025-12-20 20:12,46.4,462.54
1001544,ZONE064,ZONE090,2025-12-25 13:58,11.4,126.22
1001545,ZONE092,ZONE079,2025-12-23 22:33,2.1,28.16
1001546,ZONE021,ZONE021,2025-12-21 16:53,13.5,163.11
1001547,ZONE059,ZONE025,2025-12-19 18:29,10.6,130.52
1001548,ZONE030,ZONE028,2025-12-24 07:04,40.9,396.9
1001549,ZONE038,ZONE050,2025-12-20 20:01,40.2,392.34
1001550,ZONE056,ZONE068,2025-12-22 17:57,22.3,212.04
1001551,ZONE048,ZONE035,2025-12-19 22:17,22.8,244.87
1001552,ZONE022,ZONE018,2025-12-22 14:29,4.7,49.88
1001553,ZONE077,ZONE007,2025-12-23 22:08,39.1,469.41
1001554,ZONE078,ZONE078,2025-12-21 17:14,9.3,113.63
1001555,ZONE047,ZONE034,2025-12-21 06:19,12.9,121.87
1001556,ZONE058,ZONE073,2025-12-19 17:46,37.9,366.46
1001557,ZONE009,ZONE076,2025-12-22 08:22,25.5,219.64
1001558,ZONE063,ZONE086,2025-12-24 08:16,39.1,349.2
1001559,ZONE040,ZONE087,2025-12-25 04:36,12.8,141.94
1001560,ZONE086,ZONE082,2025-12-21 23:49,32.2,277.13
1001561,ZONE098,ZONE002,2025-12-21 00:18,1.0,15.36
1001562,ZONE088,ZONE023,2025-12-24 18:36,29.7,306.42
1001563,ZONE050,ZONE005,2025-12-23 18:44,27.6,313.71
1001564,ZONE038,ZONE074,2025-12-21 01:11,1.4,18.77
1001565,ZONE079,ZONE061,2025-12-21 21:57,2.8,38.29
1001566,ZONE058,ZONE046,2025-12-25 16:13,44.8,488.83
1001567,ZONE082,ZONE099,2025-12-19 05:48,20.7,221.52
1001568,ZONE008,ZONE010,2025-12-22 12:29,13.8,124.35
1001569,ZONE038,ZONE016,2025-12-19 17:22,1.6,18.1
1001570,ZONE015,ZONE095,2025-12-22 12:29,20.7,199.16
1001571,ZONE074,ZONE020,2025-12-20 05:34,42.2,504.61
1001572,ZONE058,ZONE062,2025-12-25 07:24,46.9,533.21
1001573,ZONE032,ZONE011,2025-12-21 17:42,49.6,579.64
1001574,ZONE054,ZONE065,2025-12-24 18:54,12.0,129.13
1001575,ZONE063,ZONE003,2025-12-22 06:21,46.1,402.82
1001576,ZONE064,ZONE080,2025-12-23 14:45,11.6,134.52
1001577,ZONE074,ZONE044,2025-12-19 00:47,48.5,481.33
1001578,ZONE002,ZONE039,2025-12-21 07:36,33.5,382.56
1001579,ZONE066,ZONE009,2025-12-24 11:30,11.7,107.31
1001580,ZONE004,ZONE090,2025-12-18 20:19,17.8,161.75
1001581,ZONE055,ZONE058,2025-12-23 05:44,34.7,295.33
1001582,ZONE060,ZONE022,2025-12-19 06:34,36.6,335.08
1001583,ZONE091,ZONE029,2025-12-19 17:23,8.6,106.14
1001584,ZONE059,ZONE050,2025-12-20 06:26,5.9,56.2
1001585,ZONE069,ZONE021,2025-12-24 09:02,32.1,370.1
1001586,ZONE028,ZONE057,2025-12-24 00:38,41.2,399.46
1001587,ZONE043,ZONE045,2025-12-23 03:18,48.8,572.31
1001588,ZONE065,ZONE071,2025-12-20 09:15,4.8,48.5
1001589,ZONE084,ZONE031,2025-12-21 01:59,5.4,60.46
1001590,ZONE018,ZONE091,2025-12-19 22:35,44.8,499.07
1001591,ZONE079,ZONE001,2025-12-23 01:08,15.5,189.44
1001592,ZONE060,ZONE056,2025-12-23 13:29,18.5,181.3
1001593,ZONE037,ZONE024,2025-12-25 07:46,23.1,215.45
1001594,ZONE032,ZONE001,2025-12-19 09:42,34.7,364.73
1001595,ZONE098,ZONE015,2025-12-21 13:33,10.6,93.17
1001596,ZONE034,ZONE043,2025-12-24 13:31,21.3,191.9
1001597,ZONE050,ZONE049,2025-12-21 02:32,43.8,370.78
1001598,ZONE023,ZONE092,2025-12-23 10:49,20.5,203.4
1001599,ZONE085,ZONE074,2025-12-23 23:30,39.2,337.99
1001600,ZONE097,ZONE065,2025-12-19 20:23,46.2,417.85
1001601,ZONE080,ZONE050,2025-12-20 04:55,28.9,323.42
1001602,ZONE053,ZONE041,2025-12-25 12:35,44.6,524.36
1001603,ZONE032,ZONE007,2025-12-18 19:22,47.7,548.69
1001604,ZONE011,ZONE081,2025-12-21 16:05,7.3,67.13
1001605,ZONE082,ZONE098,2025-12-21 00:42,25.3,219.34
1001606,ZONE071,ZONE042,2025-12-19 22:22,27.9,244.55
1001607,ZONE082,ZONE047,2025-12-24 13:00,32.8,397.17
1001608,ZONE078,ZONE008,2025-12-20 22:23,11.0,129.88
1001609,ZONE071,ZONE028,2025-12-21 17:24,22.3,203.3
1001610,ZONE023,ZONE055,2025-12-20 07:59,32.8,313.9
1001611,ZONE018,ZONE008,2025-12-21 12:10,20.3,198.71
1001612,ZONE003,ZONE022,2025-12-20 00:25,30.2,275.28
1001613,ZONE076,ZONE054,2025-12-20 20:44,43.1,462.75
1001614,ZONE046,ZONE010,2025-12-21 16:12,15.2,169.55
1001615,ZONE038,ZONE028,2025-12-18 20:11,25.9,257.45
1001616,ZONE055,ZONE071,2025-12-23 22:59,48.7,402.73
1001617,ZONE063,ZONE026,2025-12-19 16:05,30.7,333.0
1001618,ZONE011,ZONE041,2025-12-20 20:24,7.5,81.59
1001619,ZONE054,ZONE097,2025-12-20 07:21,43.7,511.64
1001620,ZONE037,ZONE010,2025-12-24 23:56,16.9,153.91
1001621,ZONE052,ZONE021,2025-12-24 23:48,32.7,303.93
1001622,ZONE037,ZONE075,2025-12-20 23:20,15.8,143.34
1001623,ZONE039,ZONE048,2025-12-19 21:34,6.8,62.21
1001624,ZONE051,ZONE100,2025-12-21 06:20,21.4,195.06
1001625,ZONE087,ZONE065,2025-12-19 18:48,47.3,406.89
1001626,ZONE048,ZONE039,2025-12-22 23:07,44.6,511.35
1001627,ZONE027,ZONE098,2025-12-23 15:52,0.7,10.76
1001628,ZONE032,ZONE081,2025-12-22 11:26,26.7,318.87
1001629,ZONE066,ZONE025,2025-12-25 14:40,7.4,81.65
1001630,ZONE074,ZONE022,2025-12-24 17:20,4.7,49.16
1001631,ZONE044,ZONE051,2025-12-23 01:35,24.7,230.63
1001632,ZONE032,ZONE062,2025-12-19 06:26,4.9,60.32
1001633,ZONE004,ZONE084,2025-12-25 06:59,26.8,275.87
1001634,ZONE010,ZONE048,2025-12-21 17:45,18.7,186.12
1001635,ZONE077,ZONE041,2025-12-22 15:49,11.5,104.43
1001636,ZONE003,ZONE038,2025-12-19 09:53,11.0,129.52
1001637,ZONE025,ZONE069,2025-12-24 06:11,32.3,347.87
1001638,ZONE072,ZONE088,2025-12-21 20:04,35.6,383.47
1001639,ZONE039,ZONE007,2025-12-21 01:06,12.2,146.85
1001640,ZONE036,ZONE090,2025-12-25 12:16,5.5,51.81
1001641,ZONE094,ZONE091,2025-12-20 08:32,29.8,311.49
1001642,ZONE055,ZONE097,2025-12-19 13:15,36.3,340.28
1001643,ZONE080,ZONE085,2025-12-23 22:20,49.6,425.62
1001644,ZONE008,ZONE094,2025-12-19 09:25,27.0,286.55
1001645,ZONE100,ZONE046,2025-12-25 13:54,5.5,57.16
1001646,ZONE027,ZONE096,2025-12-24 07:58,46.5,389.65
1001647,ZONE094,ZONE090,2025-12-19 18:15,27.6,226.0
1001648,ZONE014,ZONE033,2025-12-19 08:20,24.8,291.6
1001649,ZONE002,ZONE076,2025-12-25 06:14,38.8,371.26
1001650,ZONE006,ZONE048,2025-12-19 11:14,39.5,454.52
1001651,ZONE006,ZONE098,2025-12-20 23:23,6.9,61.48
1001652,ZONE059,ZONE072,2025-12-25 08:07,44.1,452.33
1001653,ZONE022,ZONE013,2025-12-18 16:37,3.7,41.56
1001654,ZONE067,ZONE038,2025-12-20 01:04,30.3,266.76
1001655,ZONE088,ZONE002,2025-12-19 08:33,9.9,106.3
1001656,ZONE082,ZONE018,2025-12-22 13:42,36.7,420.18
1001657,ZONE009,ZONE014,2025-12-23 15:46,34.4,376.1
1001658,ZONE050,ZONE053,2025-12-22 00:49,34.4,402.54
1001659,ZONE097,ZONE065,2025-12-24 17:14,36.5,355.66
1001660,ZONE100,ZONE028,2025-12-19 19:47,28.9,270.36
1001661,ZONE009,ZONE059,2025-12-19 04:44,33.4,365.84
1001662,ZONE048,ZONE037,2025-12-23 04:32,11.9,117.67
1001663,ZONE062,ZONE066,2025-12-25 10:03,18.0,208.77
1001664,ZONE015,ZONE079,2025-12-22 16:44,35.4,381.29
1001665,ZONE028,ZONE060,2025-12-22 05:56,13.9,121.46
1001666,ZONE019,ZONE046,2025-12-25 08:01,9.6,106.51
1001667,ZONE009,ZONE038,2025-12-20 13:48,42.5,449.87
1001668,ZONE085,ZONE011,2025-12-20 22:59,38.1,399.27
1001669,ZONE078,ZONE097,2025-12-19 04:24,20.3,222.78
1001670,ZONE003,ZONE036,2025-12-21 23:36,15.9,182.33
1001671,ZONE009,ZONE084,2025-12-22 07:56,34.0,334.93
1001672,ZONE039,ZONE089,2025-12-23 03:22,28.2,328.9
1001673,ZONE027,ZONE003,2025-12-23 23:51,35.0,399.79
1001674,ZONE084,ZONE071,2025-12-19 10:45,31.6,340.82
1001675,ZONE095,ZONE002,2025-12-24 11:19,29.8,269.18
1001676,ZONE037,ZONE046,2025-12-25 10:46,45.6,459.96
1001677,ZONE079,ZONE081,2025-12-25 04:14,21.9,249.71
1001678,ZONE027,ZONE051,2025-12-22 21:43,37.9,401.42
1001679,ZONE063,ZONE050,2025-12-23 03:31,14.0,170.22
1001680,ZONE012,ZONE033,2025-12-25 04:02,43.0,492.0
1001681,ZONE003,ZONE089,2025-12-19 12:50,45.6,429.07
1001682,ZONE059,ZONE056,2025-12-23 14:51,19.3,159.49
1001683,ZONE077,ZONE001,2025-12-22 03:59,45.8,401.28
1001684,ZONE005,ZONE020,2025-12-19 03:08,14.6,163.71
1001685,ZONE016,ZONE092,2025-12-19 20:07,29.7,358.11
1001686,ZONE077,ZONE022,2025-12-23 22:31,8.8,107.97
1001687,ZONE046,ZONE092,2025-12-21 11:29,13.6,136.48
1001688,ZONE086,ZONE032,2025-12-23 01:01,12.0,112.41
1001689,ZONE051,ZONE002,2025-12-21 20:43,16.3,182.47
1001690,ZONE012,ZONE050,2025-12-22 06:37,10.4,92.69
1001691,ZONE020,ZONE018,2025-12-20 08:20,48.3,527.35
1001692,ZONE065,ZONE049,2025-12-23 02:20,45.9,410.66
1001693,ZONE009,ZONE097,2025-12-23 11:40,29.0,255.03
1001694,ZONE063,ZONE074,2025-12-23 12:13,46.1,532.03
1001695,ZONE042,ZONE090,2025-12-23 05:49,34.4,319.68
1001696,ZONE091,ZONE008,2025-12-24 08:55,41.6,349.76
1001697,ZONE067,ZONE002,2025-12-20 22:54,35.6,376.37
1001698,ZONE077,ZONE059,2025-12-24 00:50,29.9,276.94
1001699,ZONE095,ZONE008,2025-12-23 17:21,5.9,59.53
1001700,ZONE011,ZONE017,2025-12-18 18:06,3.5,37.22
1001701,ZONE027,ZONE016,2025-12-24 16:13,46.0,423.06
1001702,ZONE042,ZONE085,2025-12-23 20:27,42.0,453.89
1001703,ZONE082,ZONE006,2025-12-23 17:01,37.8,414.47
1001704,ZONE068,ZONE012,2025-12-18 20:18,2.8,30.23
1001705,ZONE003,ZONE093,2025-12-23 10:42,42.0,397.6
1001706,ZONE030,ZONE075,2025-12-19 07:13,12.3,119.3
1001707,ZONE002,ZONE066,2025-12-20 16:17,37.7,352.58
1001708,ZONE068,ZONE064,2025-12-20 03:34,40.1,474.5
1001709,ZONE041,ZONE052,2025-12-20 08:38,17.7,203.75
1001710,ZONE089,ZONE076,2025-12-22 16:38,29.8,263.03
1001711,ZONE002,ZONE030,2025-12-20 04:02,14.8,128.22
1001712,ZONE062,ZONE091,2025-12-20 06:28,13.7,133.01
1001713,ZONE059,ZONE002,2025-12-19 08:53,4.4,43.86
1001714,ZONE090,ZONE032,2025-12-25 14:18,19.6,173.04
1001715,ZONE079,ZONE077,2025-12-18 23:29,48.0,432.48
1001716,ZONE038,ZONE047,2025-12-25 09:03,44.3,364.54
1001717,ZONE048,ZONE028,2025-12-23 05:09,2.7,26.93
1001718,ZONE021,ZONE091,2025-12-22 17:17,11.5,107.32
1001719,ZONE024,ZONE091,2025-12-24 01:16,20.0,200.15
1001720,ZONE032,ZONE060,2025-12-22 00:10,27.9,329.25
1001721,ZONE053,ZONE049,2025-12-22 10:06,14.2,127.78
1001722,ZONE040,ZONE043,2025-12-24 11:26,36.3,319.66
1001723,ZONE078,ZONE034,2025-12-22 16:39,17.4,197.8
1001724,ZONE010,ZONE043,2025-12-19 18:55,3.8,36.67
